2021年10月31日投票　 第49回衆議院選挙   （2021年11月17日 NHKまとめ）
南関東ブロック,千葉県,比例票

政党名,県計,(%),千葉市中央区,(%),千葉市稲毛区,(%),千葉市美浜区,(%),千葉市花見川区,(%),習志野市,(%),八千代市,(%),千葉市緑区,(%),市原市,(%),船橋市４区,(%),市川市５区,(%),浦安市,(%),市川市６区,(%),松戸市６区,(%),松戸市７区,(%),野田市,(%),流山市,(%),柏市８区,(%),我孫子市,(%),千葉市若葉区,(%),佐倉市,(%),四街道市,(%),八街市,(%),銚子市,(%),成田市,(%),旭市,(%),匝瑳市,(%),香取市,(%),神崎町,(%),多古町,(%),東庄町,(%),横芝光町１０区,(%),茂原市,(%),東金市,(%),勝浦市,(%),山武市,(%),いすみ市,(%),大網白里市,(%),九十九里町,(%),芝山町,(%),横芝光町１１区,(%),一宮町,(%),睦沢町,(%),長生村,(%),白子町,(%),長柄町,(%),長南町,(%),大多喜町,(%),御宿町,(%),館山市,(%),木更津市,(%),鴨川市,(%),君津市,(%),富津市,(%),袖ケ浦市,(%),南房総市,(%),鋸南町,(%),船橋市１３区,(%),柏市１３区,(%),鎌ケ谷市,(%),印西市,(%),白井市,(%),富里市,(%),酒々井町,(%),栄町,(%),
自民,980402.000,35.46,31623,36.39,24345,34.58,25027,34.56,26581,33.93,30058,36.64,31860,37.02,21103,37.22,43351,37.57,79519,33.22,54115,33.82,28160,35.85,16419,32.18,44895,31.93,25591,33.51,20969,34.15,33027,35.05,56873,33.67,21318,33.31,22054,36.49,28831,34.72,15015,36.21,9071,34.13,10374,42.09,20713,38.68,11648,42.51,6439,42.86,13430,39.56,1206,39.00,3173,43.19,3318,47.49,1925,39.76,13518,37.12,8706,36.92,3382,46.53,7830,37.70,6529,40.78,8065,36.41,2451,38.05,1294,43.12,2111,38.78,2268,39.41,1405,42.29,2478,40.14,2070,42.04,1309,41.57,1835,46.49,1856,43.76,1429,41.32,7571,38.21,21433,38.61,5829,40.64,13922,37.89,8042,41.64,10373,38.22,7193,41.14,1652,41.37,9972,29.58,7805,34.28,14527,29.81,17819,37.05,9685,32.63,6676,33.42,3611,37.21,3725,36.21
立民,609764.924,22.06,19926,22.93,17684,25.12,19218,26.54,17406,22.22,18158,22.14,18202,21.15,12892,22.74,25823,22.38,60992,25.48,30551,19.09,16318,20.77,8970,17.58,25330,18.01,16845,22.05,13468,21.93,20154,21.39,41754,24.72,16899,26.41,14011,23.19,21453,25.83,10529,25.39,5589,21.03,5212,21.14,11946,22.31,6114,22.32,3321,22.10,8684,25.58,705,22.80,1713,23.32,1330,19.04,1181,24.39,6490,17.82,3760,15.95,1120,15.41,3101,14.93,2637,16.47,3887,17.55,923,14.33,516,17.19,837,15.37,1012,17.58,523,15.74,911,14.76,747,15.17,460,14.61,538,13.63,638,15.04,603,17.44,4253,21.47,10846,19.54,2644,18.43,7472,20.34,3482,18.03,5450,20.08,3397,19.43,781,19.56,8126,24.11,4933,21.67,10603,21.76,10648,22.14,6795,22.89,4228,21.17,2430,25.04,2564,24.92
公明,343148.000,12.41,10200,11.74,7587,10.78,6017,8.31,9738,12.43,8061,9.83,10447,12.14,6361,11.22,18742,16.24,23647,9.88,15328,9.58,6256,7.96,7053,13.82,18149,12.91,9241,12.10,9362,15.25,9126,9.69,18402,10.89,6440,10.06,7959,13.17,8955,10.78,4690,11.31,5434,20.44,3725,15.11,6268,11.70,3963,14.46,1974,13.14,4713,13.88,478,15.46,1007,13.71,1086,15.55,710,14.66,5573,15.30,4223,17.91,833,11.46,4479,21.56,2217,13.85,3591,16.21,1394,21.64,449,14.96,1233,22.65,623,10.83,538,16.20,1023,16.57,782,15.88,571,18.13,704,17.84,738,17.40,401,11.60,3141,15.85,9298,16.75,2640,18.40,6702,18.24,3573,18.50,4205,15.49,2931,16.76,725,18.16,4878,14.47,3439,15.11,6683,13.71,4965,10.32,3605,12.14,3577,17.91,1067,11.00,1228,11.94
共産,192933.000,6.98,5435,6.25,5199,7.38,5501,7.60,7933,10.13,6502,7.93,6372,7.40,3807,6.71,6686,5.79,19494,8.14,10930,6.83,4317,5.50,4561,8.94,11764,8.37,5903,7.73,4208,6.85,6767,7.18,12143,7.19,4716,7.37,4455,7.37,5826,7.02,2675,6.45,1655,6.23,1258,5.10,2708,5.06,978,3.57,732,4.87,1652,4.87,145,4.69,381,5.19,160,2.29,244,5.04,2585,7.10,1650,7.00,603,8.30,1381,6.65,1184,7.39,1641,7.41,475,7.37,164,5.46,284,5.22,377,6.55,209,6.29,483,7.82,341,6.93,179,5.68,214,5.42,254,5.99,286,8.27,1225,6.18,2807,5.06,703,4.90,1900,5.17,1110,5.75,1558,5.74,1047,5.99,248,6.21,3743,11.10,1373,6.03,2987,6.13,2557,5.32,2021,6.81,1056,5.29,658,6.78,523,5.08
維新,309177.000,11.18,8405,9.67,7064,10.03,8032,11.09,7643,9.76,9277,11.31,9192,10.68,5843,10.31,9491,8.22,25172,10.52,24339,15.21,12260,15.61,8025,15.73,23102,16.43,9957,13.04,6707,10.92,13914,14.77,18707,11.07,6673,10.43,5050,8.36,8172,9.84,3791,9.14,1974,7.43,1774,7.20,5245,9.79,1919,7.00,1040,6.92,2302,6.78,230,7.44,393,5.35,459,6.57,275,5.68,3298,9.06,2135,9.05,519,7.14,1584,7.63,1255,7.84,2055,9.28,492,7.64,216,7.20,392,7.20,538,9.35,261,7.86,457,7.40,380,7.72,251,7.97,259,6.56,253,5.97,310,8.96,1596,8.06,5076,9.14,1072,7.47,2964,8.07,1310,6.78,2565,9.45,1339,7.66,280,7.01,3714,11.02,2692,11.82,8991,18.45,7324,15.23,4625,15.58,2260,11.31,1000,10.31,1287,12.51
国民,147432.012,5.33,5521,6.35,4061,5.77,3915,5.41,4244,5.42,4659,5.68,4446,5.17,3173,5.60,5012,4.34,14696,6.14,13775,8.61,6258,7.97,2554,5.01,7593,5.40,3835,5.02,2473,4.03,5085,5.40,9225,5.46,3448,5.39,3092,5.12,4303,5.18,2102,5.07,1158,4.36,893,3.62,2898,5.41,1197,4.37,681,4.53,1482,4.37,142,4.59,283,3.85,277,3.97,218,4.50,1646,4.52,1033,4.38,272,3.74,782,3.76,628,3.92,990,4.47,228,3.54,115,3.83,186,3.42,246,4.27,110,3.31,241,3.90,171,3.47,131,4.16,129,3.27,145,3.42,126,3.64,730,3.68,2496,4.50,512,3.57,1673,4.55,783,4.05,1318,4.86,650,3.72,112,2.80,1312,3.89,982,4.31,2019,4.14,2117,4.40,1210,4.08,823,4.12,407,4.19,378,3.67
れ新,104798.000,3.79,3299,3.80,2464,3.50,2680,3.70,2764,3.53,2994,3.65,3182,3.70,1964,3.46,3499,3.03,9225,3.85,6209,3.88,2929,3.73,1941,3.80,5451,3.88,2764,3.62,2265,3.69,3166,3.36,6857,4.06,2441,3.81,2190,3.62,3116,3.75,1518,3.66,1055,3.97,810,3.29,2110,3.94,869,3.17,465,3.10,936,2.76,96,3.10,205,2.79,194,2.78,166,3.43,2362,6.49,1425,6.04,382,5.26,1093,5.26,1069,6.68,1312,5.92,332,5.15,153,5.10,275,5.05,504,8.76,186,5.60,390,6.32,346,7.03,174,5.53,183,4.64,267,6.30,213,6.16,761,3.84,2109,3.80,579,4.04,1161,3.16,591,3.06,933,3.44,556,3.18,118,2.96,1154,3.42,834,3.66,1591,3.26,1552,3.23,960,3.23,792,3.97,305,3.14,312,3.03
社民,39189.000,1.42,1189,1.37,1033,1.47,1023,1.41,1000,1.28,1147,1.40,1127,1.31,771,1.36,1331,1.15,3154,1.32,2129,1.33,875,1.11,814,1.60,2184,1.55,1107,1.45,1108,1.80,1537,1.63,2733,1.62,1181,1.85,835,1.38,1347,1.62,610,1.47,349,1.31,362,1.47,787,1.47,375,1.37,205,1.36,424,1.25,45,1.46,104,1.42,92,1.32,70,1.45,506,1.39,358,1.52,103,1.42,299,1.44,335,2.09,298,1.35,81,1.26,61,2.03,73,1.34,106,1.84,60,1.81,120,1.94,49,1.00,35,1.11,52,1.32,53,1.25,67,1.94,337,1.70,660,1.19,199,1.39,490,1.33,229,1.19,368,1.36,241,1.38,50,1.25,410,1.22,409,1.80,650,1.33,513,1.07,410,1.38,262,1.31,106,1.09,151,1.47
Ｎ党,37712.000,1.36,1305,1.50,970,1.38,999,1.38,1034,1.32,1176,1.43,1238,1.44,785,1.38,1467,1.27,3486,1.46,2638,1.65,1187,1.51,690,1.35,2150,1.53,1135,1.49,847,1.38,1445,1.53,2226,1.32,879,1.37,785,1.30,1038,1.25,536,1.29,294,1.11,241,0.98,876,1.64,335,1.22,167,1.11,328,0.97,45,1.46,88,1.20,70,1.00,53,1.09,437,1.20,291,1.23,55,0.76,222,1.07,157,0.98,312,1.41,65,1.01,33,1.10,53,0.97,81,1.41,30,0.90,70,1.13,38,0.77,39,1.24,33,0.84,37,0.87,23,0.67,199,1.00,785,1.41,166,1.16,456,1.24,193,1.00,371,1.37,130,0.74,27,0.68,399,1.18,299,1.31,685,1.41,601,1.25,373,1.26,300,1.50,120,1.24,119,1.16

