,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,北海道１区
,,開票所名,,,,計,札幌市中央区,札幌市北区１区,札幌市南区,札幌市西区１区
,,有権者数,,,,450946,210137,5556,118094,117159
,,投票率,(％),,,59.13,57.27,63.93,61.49,59.84

,,投票者数,,,,266624,120355,3552,72611,70106
,,無効票＋他,,,,5701,2693,72,1469,1467
,,有効票,,,,260923,117662,3480,71142,68639

当,重複,道下大樹,立民,前,45歳,118286,52201,1593,31701,32791
,,得票率,(％),,,45.33,44.37,45.78,44.56,47.77
,重複,船橋利実,自民,前,60歳,106985,48029,1324,30796,26836
,,得票率,(％),,,41.00,40.82,38.05,43.29,39.10
,重複,小林悟,維新,新,57歳,35652,17432,563,8645,9012
,,得票率,(％),,,13.66,14.82,16.18,12.15,13.13


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,北海道２区
,,開票所名,,,,計,札幌市北区２区,札幌市東区
,,有権者数,,,,460828,236604,224224
,,投票率,(％),,,52.60,53.74,51.39

,,投票者数,,,,242400,127162,115238
,,無効票＋他,,,,5772,3011,2761
,,有効票,,,,236628,124151,112477

当,重複,松木謙公,立民,前,62歳,105807,56480,49327
,,得票率,(％),,,44.71,45.49,43.86
,重複,高橋祐介,自民,新,41歳,89745,46022,43723
,,得票率,(％),,,37.93,37.07,38.87
,重複,山崎泉,維新,新,48歳,41076,21649,19427
,,得票率,(％),,,17.36,17.44,17.27


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,北海道３区
,,開票所名,,,,計,札幌市白石区,札幌市豊平区,札幌市清田区
,,有権者数,,,,474944,185432,195374,94138
,,投票率,(％),,,56.24,52.60,57.06,61.68

,,投票者数,,,,267087,97538,111487,58062
,,無効票＋他,,,,5295,2064,2270,961
,,有効票,,,,261792,95474,109217,57101

当,重複,高木宏壽,自民,元,61歳,116917,42105,49403,25409
,,得票率,(％),,,44.66,44.10,45.23,44.50
,重複,荒井優,立民,新,46歳,112535,40864,46395,25276
,,得票率,(％),,,42.99,42.80,42.48,44.27
,重複,小和田康文,維新,新,51歳,32340,12505,13419,6416
,,得票率,(％),,,12.35,13.10,12.29,11.24


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,北海道４区
,,開票所名,,,,計,札幌市西区４区,札幌市手稲区,小樽市,島牧村,寿都町,黒松内町,蘭越町,ニセコ町,真狩村,留寿都村,喜茂別町,京極町,倶知安町,共和町,岩内町,泊村,神恵内村,積丹町,古平町,仁木町,余市町,赤井川村
