,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,兵庫１区
,,開票所名,,,,計,神戸市東灘区,神戸市灘区,神戸市中央区
,,有権者数,,,,393494,173856,108552,111086
,,投票率,(％),,,55.48,58.07,56.95,50.01

,,投票者数,,,,218326,100958,61819,55549
,,無効票＋他,,,,5160,2077,1720,1363
,,有効票,,,,213166,98881,60099,54186

当,重複,井坂信彦,立民,元,47歳,78657,36377,25296,16984
,,得票率,(％),,,36.90,36.79,42.09,31.34
,重複,盛山正仁,自民,前,67歳,64202,28805,17813,17584
,,得票率,(％),,,30.12,29.13,29.64,32.45
,重複,一谷勇一郎,維新,新,46歳,53211,24347,13246,15618
,,得票率,(％),,,24.96,24.62,22.04,28.82
,,高橋進吾,無,新,53歳,9922,5895,1994,2033
,,得票率,(％),,,4.65,5.96,3.32,3.75
,,木原功仁哉,無,新,37歳,7174,3457,1750,1967
,,得票率,(％),,,3.37,3.50,2.91,3.63


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,兵庫２区
,,開票所名,,,,計,神戸市兵庫区,神戸市北区,神戸市長田区,西宮市２区
,,有権者数,,,,385611,90348,180080,78932,36251
,,投票率,(％),,,50.97,47.84,53.37,47.21,55.06

,,投票者数,,,,196553,43224,96108,37260,19961
,,無効票＋他,,,,13090,3059,5949,2411,1671
,,有効票,,,,183463,40165,90159,34849,18290

当,,赤羽一嘉,公明,前,63歳,99455,21935,49610,18417,9493
,,得票率,(％),,,54.21,54.61,55.03,52.85,51.90
,重複,舩川治郎,立民,新,54歳,61884,12610,31345,10826,7103
,,得票率,(％),,,33.73,31.40,34.77,31.07,38.84
,,宮野鶴生,共産,新,64歳,22124,5620,9204,5606,1694
,,得票率,(％),,,12.06,13.99,10.21,16.09,9.26


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,兵庫３区
,,開票所名,,,,計,神戸市須磨区,神戸市垂水区
,,有権者数,,,,315484,134501,180983
,,投票率,(％),,,54.43,55.38,53.73

,,投票者数,,,,171731,74487,97244
,,無効票＋他,,,,3317,1462,1855
,,有効票,,,,168414,73025,95389

当,重複,関芳弘,自民,前,56歳,68957,32103,36854
,,得票率,(％),,,40.94,43.96,38.64
,重複,和田有一朗,維新,新,57歳,59537,22549,36988
,,得票率,(％),,,35.35,30.88,38.78
,重複,佐藤泰樹,国民,新,50歳,22765,10248,12517
,,得票率,(％),,,13.52,14.03,13.12
,,赤田勝紀,共産,新,54歳,17155,8125,9030
,,得票率,(％),,,10.19,11.13,9.47


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,兵庫４区
,,開票所名,,,,計,神戸市西区,西脇市,三木市,小野市,加西市,加東市,多可町
,,有権者数,,,,421086,199449,33243,63911,39241,36146,32043,17053
,,投票率,(％),,,54.69,53.01,61.69,52.51,53.67,56.16,54.96,67.54

,,投票者数,,,,230272,105719,20507,33559,21060,20299,17611,11517
,,無効票＋他,,,,4843,2389,682,507,322,311,266,366
,,有効票,,,,225429,103330,19825,33052,20738,19988,17345,11151

当,重複,藤井比早之,自民,前,50歳,112810,41265,13222,16751,11691,11990,10465,7426
,,得票率,(％),,,50.04,39.94,66.69,50.68,56.37,59.99,60.33,66.59
,重複,赤木正幸,維新,新,46歳,59143,34109,3214,8579,4778,3412,3447,1604
,,得票率,(％),,,26.24,33.01,16.21,25.96,23.04,17.07,19.87,14.38
,重複,今泉真緒,立民,新,42歳,53476,27956,3389,7722,4269,4586,3433,2121
,,得票率,(％),,,23.72,27.06,17.09,23.36,20.59,22.94,19.79,19.02


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,兵庫５区
,,開票所名,,,,計,豊岡市,川西市５区,三田市,丹波篠山市,養父市,丹波市,朝来市,猪名川町,香美町,新温泉町
,,有権者数,,,,368205,66762,27133,91976,33999,19343,52627,24842,25221,14405,11897
,,投票率,(％),,,61.59,60.01,59.72,58.97,60.37,68.03,60.19,65.43,60.39,67.91,81.04

,,投票者数,,,,226776,40067,16204,54237,20525,13159,31677,16254,15230,9782,9641
,,無効票＋他,,,,3992,616,400,949,299,225,563,315,290,177,158
,,有効票,,,,222784,39451,15804,53288,20226,12934,31114,15939,14940,9605,9483

当,重複,谷公一,自民,前,69歳,94656,20314,5466,17632,6221,7320,12017,8245,5162,6352,5927
,,得票率,(％),,,42.49,51.49,34.59,33.09,30.76,56.60,38.62,51.73,34.55,66.13,62.50
,重複,遠藤良太,維新,新,36歳,65714,9409,6107,21930,4871,2479,8282,3801,5833,1419,1583
,,得票率,(％),,,29.50,23.85,38.64,41.15,24.08,19.17,26.62,23.85,39.04,14.77,16.69
,重複,梶原康弘,立民,元,65歳,62414,9728,4231,13726,9134,3135,10815,3893,3945,1834,1973
,,得票率,(％),,,28.02,24.66,26.77,25.76,45.16,24.24,34.76,24.42,26.41,19.09,20.81


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,兵庫６区
,,開票所名,,,,計,伊丹市,宝塚市,川西市６区
,,有権者数,,,,465210,167397,193158,104655
,,投票率,(％),,,55.58,53.53,56.16,57.80

,,投票者数,,,,258578,89615,108475,60488
,,無効票＋他,,,,4158,1512,1660,986
,,有効票,,,,254420,88103,106815,59502

当,重複,市村浩一郎,維新,元,57歳,89571,26821,39961,22789
,,得票率,(％),,,35.21,30.44,37.41,38.30
,重複,大串正樹,自民,前,55歳,87502,32883,34445,20174
,,得票率,(％),,,34.39,37.32,32.25,33.90
,重複,桜井周,立民,前,51歳,77347,28399,32409,16539
,,得票率,(％),,,30.40,32.23,30.34,27.80


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,兵庫７区
,,開票所名,,,,計,西宮市７区,芦屋市
,,有権者数,,,,441775,361711,80064
,,投票率,(％),,,58.38,57.78,61.07

,,投票者数,,,,257899,209002,48897
,,無効票＋他,,,,4332,3559,773
,,有効票,,,,253567,205443,48124

当,重複,山田賢司,自民,前,55歳,95140,76439,18701
,,得票率,(％),,,37.52,37.21,38.86
,重複,三木圭恵,維新,元,55歳,93610,76721,16889
,,得票率,(％),,,36.92,37.34,35.09
,重複,安田真理,立民,新,43歳,64817,52283,12534
,,得票率,(％),,,25.56,25.45,26.05


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,兵庫８区
,,開票所名,,,,計,尼崎市
,,有権者数,,,,386254,386254
,,投票率,(％),,,48.83,48.83

,,投票者数,,,,188625,188625
,,無効票＋他,,,,18029,18029
,,有効票,,,,170596,170596

当,,中野洋昌,公明,前,43歳,100313,100313
,,得票率,(％),,,58.80,58.80
,重複,小村潤,共産,新,46歳,45403,45403
,,得票率,(％),,,26.61,26.61
,重複,辻恵,れ新,元,73歳,24880,24880
,,得票率,(％),,,14.58,14.58


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,兵庫９区
,,開票所名,,,,計,明石市,洲本市,南あわじ市,淡路市
,,有権者数,,,,363347,250914,36629,39011,36793
,,投票率,(％),,,53.23,50.57,53.41,67.68,55.85

,,投票者数,,,,193401,126886,19564,26402,20549
,,無効票＋他,,,,7256,5070,726,869,591
,,有効票,,,,186145,121816,18838,25533,19958

当,重複,西村康稔,自民,前,59歳,141973,90289,14784,20956,15944
,,得票率,(％),,,76.27,74.12,78.48,82.07,79.89
,,福原由加利,共産,新,34歳,44172,31527,4054,4577,4014
,,得票率,(％),,,23.73,25.88,21.52,17.93,20.11


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,兵庫１０区
,,開票所名,,,,計,加古川市,高砂市,稲美町,播磨町
,,有権者数,,,,347835,219318,74514,25587,28416
,,投票率,(％),,,51.55,51.05,52.41,54.11,50.83

,,投票者数,,,,179313,111967,39055,13846,14445
,,無効票＋他,,,,3592,2225,756,283,328
,,有効票,,,,175721,109742,38299,13563,14117

当,,渡海紀三朗,自民,前,73歳,79061,46793,20012,6282,5974
,,得票率,(％),,,44.99,42.64,52.25,46.32,42.32
,重複,掘井健智,維新,新,54歳,57874,37997,10622,4297,4958
,,得票率,(％),,,32.94,34.62,27.73,31.68,35.12
,重複,隠樹圭子,立民,新,50歳,38786,24952,7665,2984,3185
,,得票率,(％),,,22.07,22.74,20.01,22.00,22.56


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,兵庫１１区
,,開票所名,,,,計,姫路市１１区１,姫路市１１区２
,,有権者数,,,,399029,192410,206619
,,投票率,(％),,,48.39,49.92,46.98

,,投票者数,,,,193108,96043,97065
,,無効票＋他,,,,3902,1996,1906
,,有効票,,,,189206,94047,95159

当,重複,松本剛明,自民,前,62歳,92761,44040,48721
,,得票率,(％),,,49.03,46.83,51.20
,重複,住吉寛紀,維新,新,36歳,78082,40412,37670
,,得票率,(％),,,41.27,42.97,39.59
,,太田清幸,共産,新,66歳,18363,9595,8768
,,得票率,(％),,,9.71,10.20,9.21


,,2021年10月31日投票 衆院選   （2021年11月17日 NHKまとめ）
,,兵庫１２区
,,開票所名,,,,計,姫路市１２区３,相生市,たつの市,赤穂市,宍粟市,神河町,市川町,福崎町,太子町,上郡町,佐用町
,,有権者数,,,,284813,38188,24144,62891,39443,30982,9410,9966,15431,27770,12581,14007
